-180.732000000000	-62.2203392905951	-320.255606121493	-18.4349488229220	90
-180.731840000209	-62.2202254487892	-320.255568174224	-18.4349488229220	89.9999999993889
-180.731680000838	-62.2201116073630	-320.255530227082	-18.4349488229220	89.9999999975554
-180.731520001885	-62.2199977663165	-320.255492280067	-18.4349488229220	89.9999999944995
-180.731360003350	-62.2198839256497	-320.255454333178	-18.4349488229220	89.9999999902213
-180.731200005235	-62.2197700853627	-320.255416386416	-18.4349488229220	89.9999999847207
-180.731040007538	-62.2196562454553	-320.255378439780	-18.4349488229220	89.9999999779977
-180.730880010261	-62.2195424059276	-320.255340493271	-18.4349488229220	89.9999999700523
-180.730720013402	-62.2194285667796	-320.255302546888	-18.4349488229220	89.9999999608844
-180.730560016962	-62.2193147280113	-320.255264600632	-18.4349488229220	89.9999999504941
-180.730400020941	-62.2192008896227	-320.255226654502	-18.4349488229220	89.9999999388813
-180.730240025339	-62.2190870516138	-320.255188708499	-18.4349488229220	89.9999999260460
-180.730080030156	-62.2189732139846	-320.255150762623	-18.4349488229220	89.9999999119881
-180.729920035392	-62.2188593767350	-320.255112816873	-18.4349488229220	89.9999998967077
-180.729760041047	-62.2187455398651	-320.255074871250	-18.4349488229220	89.9999998802048
-180.729600047120	-62.2186317033749	-320.255036925753	-18.4349488229220	89.9999998624792
-180.729440053613	-62.2185178672644	-320.254998980383	-18.4349488229220	89.9999998435311
-180.729280060525	-62.2184040315335	-320.254961035139	-18.4349488229220	89.9999998233604
-180.729120067856	-62.2182901961823	-320.254923090022	-18.4349488229220	89.9999998019670
-180.728960075605	-62.2181763612107	-320.254885145032	-18.4349488229220	89.9999997793509
-180.728800083774	-62.2180625266188	-320.254847200168	-18.4349488229220	89.9999997555122
-180.728640092362	-62.2179486924065	-320.254809255430	-18.4349488229220	89.9999997304508
-180.728480101369	-62.2178348585740	-320.254771310819	-18.4349488229220	89.9999997041666
-180.728320110795	-62.2177210251210	-320.254733366335	-18.4349488229220	89.9999996766597
-180.728160120641	-62.2176071920477	-320.254695421977	-18.4349488229220	89.9999996479301
-180.728000130905	-62.2174933593540	-320.254657477746	-18.4349488229220	89.9999996179777
-180.727840141588	-62.2173795270400	-320.254619533641	-18.4349488229220	89.9999995868025
-180.727680152691	-62.2172656951056	-320.254581589663	-18.4349488229220	89.9999995544045
-180.727520164213	-62.2171518635508	-320.254543645812	-18.4349488229220	89.9999995207837
-180.727360176154	-62.2170380323757	-320.254505702087	-18.4349488229220	89.9999994859400
-180.727200188514	-62.2169242015802	-320.254467758488	-18.4349488229220	89.9999994498734
-180.727040201293	-62.2168103711643	-320.254429815016	-18.4349488229220	89.9999994125839
